(148,0.004), 
(150,0.016), 
(152,0.04),
(154,0.35),
(156,1.20),
(158,1.48),
(160,3.21),
(162,5.67),
(164,8.23),
(166,11.23),
(168,12.87),
(170,13.89),
(172,12.56),
(174,10.71),
(176,7.66),
(178,5.16),
(180,2.91),
(182,1.55),
(184,0.68),
(186,0.30),
(188,0.10),
(190,0.02),
(192,0.024),
(194,0.006)
